,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
35318,0.15,0.51,5,282,7,1,1,1,7,2
35319,0.75,0.33,2,104,4,1,0,0,2,2
35320,0.35,0.36,6,122,7,0,0,0,8,1
35321,0.94,0.28,4,191,3,0,1,0,8,0
35322,0.35,0.93,5,214,7,0,0,0,7,0
35323,0.26,0.55,2,262,10,1,1,0,1,0
35324,0.09,0.84,7,269,10,0,1,1,2,0
35325,0.19,0.82,1,103,7,0,0,1,6,0
35326,0.49,0.55,3,128,10,1,0,1,3,0
35327,0.84,0.26,1,229,9,0,0,1,5,2
35328,0.11,0.9,3,153,10,0,1,1,5,0
35329,0.1,0.11,2,118,9,1,1,1,9,1
35330,0.17,0.25,4,140,3,0,1,1,5,1
35331,0.07,0.21,2,255,2,1,1,1,7,1
35332,0.2,0.71,6,146,7,0,0,0,1,2
35333,0.66,0.45,2,288,3,0,1,0,0,2
35334,0.23,0.56,6,126,5,1,1,0,2,2
35335,0.14,0.28,4,141,9,0,0,0,8,0
35336,0.27,0.66,3,272,6,1,0,1,2,2
35337,0.21,0.21,5,146,5,1,0,1,1,1
35338,0.86,0.3,7,252,8,1,0,0,0,2
35339,0.55,0.82,4,158,8,1,0,1,5,2
35340,0.79,0.91,1,114,2,0,1,1,6,2
35341,0.03,0.3,3,197,8,1,1,1,1,0
35342,0.51,0.44,1,260,10,1,0,0,1,1
35343,0.55,0.2,7,135,2,0,1,1,7,0
35344,0.37,0.64,3,198,2,0,1,1,3,1
35345,0.41,0.08,6,254,9,0,1,1,7,1
35346,0.58,0.41,3,259,6,0,0,0,5,0
35347,0.27,0.62,1,289,6,0,1,0,5,2
35348,0.95,0.47,3,231,10,1,1,1,5,0
35349,0.05,0.08,4,202,10,1,1,0,6,1
35350,0.44,0.05,3,120,3,0,0,1,6,2
35351,0.84,0.62,7,266,8,0,1,1,4,0
35352,0.05,0.68,4,190,5,1,0,1,7,2
35353,0.75,0.97,3,188,2,1,1,0,4,2
35354,0.5,0.72,5,192,9,1,1,0,8,0
35355,0.45,0.75,4,185,8,0,1,1,9,0
35356,0.85,0.91,6,185,8,0,1,0,7,1
35357,0.3,0.86,6,233,2,0,1,1,2,0
35358,0.97,0.35,7,130,2,0,0,0,6,1
35359,0.34,0.2,4,294,2,1,1,1,5,1
35360,0.97,0.71,3,149,9,0,1,1,3,2
35361,0.6,0.14,4,246,5,0,1,1,8,1
35362,0.08,0.22,7,232,5,1,1,0,8,1
35363,0.98,0.19,6,205,8,1,1,0,0,0
35364,0.1,0.83,3,278,4,1,0,0,5,1
35365,0.39,0.04,4,104,8,1,1,0,4,0
35366,0.79,0.91,3,253,4,0,1,1,5,1
35367,0.36,0.75,4,251,10,1,0,0,9,1
35368,0.06,0.59,7,119,10,0,1,1,1,1
35369,0.91,0.18,5,236,7,0,0,0,2,2
35370,0.4,0.0,5,202,6,0,1,0,1,0
35371,0.18,0.76,3,235,6,0,0,0,8,0
35372,0.34,0.5,3,109,2,1,0,0,1,1
35373,0.03,0.14,5,158,4,0,0,0,4,2
35374,0.31,0.05,7,262,3,1,0,0,2,0
35375,0.13,0.27,3,252,5,1,0,0,5,0
35376,0.64,0.5,7,289,4,1,1,0,1,2
35377,0.86,0.76,7,183,8,0,0,0,3,2
35378,0.88,0.9,3,101,2,1,1,1,0,2
35379,0.79,0.08,6,244,5,0,0,0,7,1
35380,0.5,0.64,1,201,9,1,0,0,9,0
35381,0.19,0.72,6,152,9,1,1,0,4,1
35382,0.15,0.53,7,290,3,0,0,0,6,2
35383,0.4,0.55,7,109,9,1,1,0,0,2
35384,0.3,0.57,6,263,8,0,0,1,4,0
35385,0.09,0.7,2,114,5,1,1,1,4,0
35386,0.77,0.2,5,147,3,0,1,0,1,0
35387,0.92,0.88,1,219,2,1,0,1,9,1
35388,0.0,0.62,1,300,5,0,0,0,0,2
35389,0.37,0.3,2,305,4,1,1,1,1,2
35390,0.59,0.59,3,99,6,0,0,1,5,0
35391,0.05,0.64,2,269,6,1,1,0,9,2
35392,0.4,0.78,7,187,7,1,0,0,6,1
35393,0.93,0.92,6,303,8,0,1,1,2,1
35394,0.5,0.7,3,159,5,1,1,1,4,1
35395,0.04,0.7,4,207,7,1,1,1,5,0
35396,0.65,0.15,3,274,6,1,1,1,2,2
35397,0.34,0.07,3,303,2,0,1,1,4,2
35398,0.47,0.68,4,157,4,0,0,0,4,1
35399,0.31,0.27,4,191,10,1,0,0,6,2
35400,0.65,0.32,6,279,7,1,0,0,9,0
35401,0.34,0.96,4,226,4,1,1,1,5,1
35402,0.68,0.18,3,204,8,1,0,0,6,2
35403,0.22,0.84,5,112,9,1,0,1,9,0
35404,0.06,0.99,3,151,10,0,1,0,6,0
35405,0.53,0.1,1,195,8,0,1,1,0,0
35406,0.03,0.58,4,130,5,0,1,1,0,2
35407,0.78,0.69,6,282,8,1,0,0,8,2
35408,0.74,0.86,3,125,2,0,1,0,9,2
35409,0.54,0.38,1,247,9,0,0,0,2,1
35410,0.09,0.25,3,211,6,1,0,0,1,2
35411,0.38,0.07,5,211,8,1,0,1,9,1
35412,0.57,0.25,7,134,7,0,0,0,5,0
35413,0.17,0.04,1,267,8,0,1,1,3,1
35414,0.36,0.45,5,128,8,0,0,0,5,2
35415,0.66,0.6,4,199,4,0,0,0,9,1
35416,0.33,0.11,4,236,7,1,0,0,1,0
35417,0.87,0.45,3,253,6,1,1,1,8,0
35418,0.37,0.47,1,203,3,0,1,0,9,1
35419,0.81,0.94,7,125,8,1,1,1,9,0
35420,0.68,0.9,1,124,6,0,1,1,7,1
35421,0.55,0.11,2,299,3,1,0,0,7,0
35422,0.81,0.17,1,310,7,0,1,1,7,0
35423,0.97,0.08,6,219,3,0,0,1,9,2
35424,0.02,0.19,2,260,6,1,0,0,0,1
35425,0.27,0.24,1,222,8,0,0,0,9,2
35426,0.6,0.08,6,248,7,1,0,1,6,1
35427,0.23,0.93,6,96,7,0,0,0,1,2
35428,0.23,0.66,6,111,3,1,1,1,8,2
35429,0.17,0.7,2,241,6,0,1,1,7,1
35430,0.97,0.8,3,150,9,0,1,1,4,1
35431,0.65,0.65,4,173,8,1,1,1,8,2
35432,0.34,0.05,2,161,4,0,0,0,6,0
35433,0.66,0.88,2,210,3,0,1,1,1,2
35434,0.74,0.81,6,217,10,0,1,0,4,2
35435,0.62,0.09,4,247,7,1,0,1,9,0
35436,0.49,0.05,3,248,6,1,1,1,8,1
35437,0.34,0.38,2,105,9,0,1,1,9,2
35438,0.5,0.81,2,211,6,0,0,0,4,2
35439,0.05,0.66,6,105,7,1,1,1,5,1
35440,0.06,0.05,5,164,5,1,1,1,4,0
35441,0.64,0.24,6,169,4,0,1,1,7,2
35442,0.86,0.78,3,255,5,1,1,0,2,0
35443,0.21,0.97,1,235,4,1,0,0,4,0
35444,0.58,0.9,6,96,9,0,1,0,9,0
35445,0.76,0.1,4,96,5,0,0,0,6,1
35446,0.82,0.95,2,152,5,1,0,1,8,1
35447,0.59,0.53,3,116,8,1,0,0,5,2
35448,0.36,0.18,4,183,6,0,0,1,1,0
35449,0.91,0.53,2,259,9,1,1,1,6,0
35450,0.32,0.67,3,310,5,1,0,1,4,1
35451,0.65,0.86,7,294,9,0,1,0,0,1
35452,0.26,0.61,4,158,8,1,0,1,3,2
35453,0.56,0.39,2,273,9,1,0,0,7,0
35454,0.4,0.15,7,243,8,1,1,1,9,2
35455,0.85,0.94,5,208,5,1,1,0,6,0
35456,0.01,0.66,7,285,4,1,1,1,8,1
35457,0.03,0.65,3,146,6,1,1,1,8,2
35458,0.66,0.29,2,292,4,1,1,0,1,1
35459,0.32,0.7,1,189,6,0,1,1,6,2
35460,0.81,0.51,1,239,10,0,1,0,3,2
35461,0.2,0.64,3,271,6,0,0,1,4,2
35462,0.11,0.74,3,297,7,0,0,1,3,0
35463,0.08,0.81,7,307,7,1,0,1,7,2
35464,0.58,0.15,6,299,3,1,0,0,4,0
35465,0.17,0.45,5,199,7,1,0,0,2,1
35466,0.89,0.36,3,225,7,1,0,1,5,0
35467,0.1,0.53,7,273,6,0,1,0,1,1
35468,0.27,0.98,4,309,7,1,1,1,4,2
35469,0.36,0.7,4,222,6,0,1,0,4,2
35470,0.99,0.42,5,127,3,0,1,0,8,0
35471,0.45,0.23,6,282,5,1,1,1,1,0
35472,0.66,0.07,7,113,3,0,0,0,2,0
35473,0.6,0.31,4,249,8,0,1,1,7,2
35474,0.08,0.65,6,171,6,0,1,0,4,2
35475,0.06,0.9,6,104,10,1,0,0,6,0
35476,0.46,0.79,3,186,7,1,0,1,4,2
35477,0.42,0.75,5,139,3,0,1,0,6,1
35478,0.52,0.72,4,158,9,1,0,0,9,2
35479,0.2,0.24,1,171,9,1,0,0,9,2
35480,0.15,0.16,2,178,9,1,1,1,7,0
35481,0.78,0.8,5,308,6,0,1,0,0,0
35482,0.26,0.63,1,137,2,1,0,1,4,0
35483,0.24,0.09,4,124,6,1,0,1,2,0
35484,0.49,0.78,2,298,6,1,0,1,9,2
35485,0.26,0.87,1,209,8,1,0,1,3,1
35486,0.69,0.99,7,222,6,0,1,0,8,0
35487,0.85,0.52,7,103,6,1,0,1,9,1
35488,0.7,0.57,6,248,10,1,1,1,2,2
35489,0.48,0.67,5,156,9,0,1,0,1,2
35490,0.1,0.7,6,105,9,1,0,1,3,1
35491,0.07,0.46,2,206,4,0,0,1,6,2
35492,0.39,0.3,6,126,7,0,1,0,2,0
35493,0.41,0.43,7,96,3,1,0,1,7,1
35494,0.03,0.87,3,292,8,1,0,0,4,1
35495,0.29,0.5,2,118,10,0,1,1,4,1
35496,0.08,0.99,6,101,2,1,1,1,1,1
35497,0.64,0.02,5,195,6,0,0,0,3,0
35498,0.88,0.65,1,231,9,0,0,0,9,0
35499,0.29,0.99,3,188,5,0,0,1,1,0
35500,0.41,0.9,6,281,6,1,1,0,7,0
35501,0.02,0.48,1,262,4,1,1,1,0,0
35502,0.71,0.5,2,151,3,1,0,0,9,2
35503,0.08,0.03,1,164,9,0,1,1,8,1
35504,0.73,0.83,2,224,10,0,0,1,7,2
35505,0.53,0.2,4,190,5,0,0,1,5,1
35506,0.51,0.93,5,270,8,1,0,1,1,2
35507,0.39,0.4,6,299,6,1,0,0,2,1
35508,0.26,0.62,1,280,5,0,1,1,7,2
35509,0.18,0.66,6,206,10,0,0,0,7,1
35510,0.5,0.44,1,117,8,0,1,0,7,0
35511,0.58,0.22,1,263,10,1,1,0,5,2
35512,0.97,0.14,2,275,4,0,1,0,8,1
35513,0.98,0.91,6,100,2,0,1,1,0,1
35514,0.07,0.05,4,167,5,1,1,0,7,2
35515,0.72,0.47,6,190,9,1,0,1,5,1
35516,0.67,0.9,3,193,9,1,0,0,7,1
35517,0.54,0.78,6,181,10,0,0,1,5,2
35518,0.63,0.95,3,309,3,1,0,1,4,0
35519,0.26,0.22,5,259,6,1,0,1,9,2
35520,0.38,0.64,7,143,7,1,0,1,9,1
35521,0.12,0.45,1,240,2,0,0,1,0,1
35522,0.94,0.4,5,269,3,0,0,0,8,2
35523,0.72,0.11,4,150,2,0,1,0,9,1
35524,0.2,0.26,5,175,6,1,1,1,5,2
35525,0.01,0.62,5,168,8,1,1,0,3,1
35526,0.84,0.84,5,182,5,0,1,0,3,0
35527,0.87,0.18,7,242,10,1,1,0,8,2
35528,0.65,0.47,4,242,5,0,1,1,3,0
35529,0.23,0.16,3,154,5,1,1,1,5,2
35530,0.96,0.76,5,138,9,1,1,1,0,2
35531,0.48,0.62,5,141,10,1,1,1,0,2
35532,0.82,0.09,6,280,8,1,1,1,8,0
35533,0.26,0.89,7,239,2,0,1,0,6,1
35534,0.74,0.21,6,259,3,1,0,0,1,1
35535,0.1,0.34,4,100,5,0,1,1,1,1
35536,0.33,0.82,4,241,4,0,1,0,2,0
35537,0.87,0.87,5,180,8,0,1,0,2,0
35538,0.02,0.79,5,189,3,0,1,0,9,2
35539,0.46,0.87,1,222,8,0,0,0,6,0
35540,0.89,0.74,1,209,3,0,0,0,0,2
35541,0.43,0.4,1,289,3,1,1,0,0,2
35542,0.96,0.98,7,119,8,0,0,0,8,1
35543,0.99,0.99,7,174,3,1,1,1,2,1
35544,0.32,0.85,1,230,5,0,0,1,4,0
35545,0.97,0.82,6,127,8,0,0,0,2,2
35546,0.71,0.72,4,173,3,1,1,1,6,0
35547,0.28,0.58,1,189,10,1,0,0,3,0
35548,0.57,0.5,4,111,10,1,1,1,1,0
35549,0.55,0.76,7,189,8,0,0,0,4,0
35550,0.9,0.64,3,226,2,1,1,0,3,2
35551,0.47,0.2,7,159,2,0,0,0,8,0
35552,0.41,0.32,2,297,7,0,0,1,0,2
35553,0.61,0.18,4,122,8,1,0,1,6,0
35554,0.81,0.32,2,297,4,0,1,1,7,0
35555,0.43,0.22,7,132,6,0,1,0,6,2
35556,0.88,1.0,4,304,7,1,1,0,4,2
35557,0.89,0.07,5,226,6,0,0,1,5,1
35558,0.23,0.04,7,116,4,1,0,1,3,0
35559,0.43,0.03,2,100,6,0,1,0,7,0
35560,0.21,0.05,3,143,9,0,1,1,5,2
35561,0.74,0.58,3,167,6,0,0,1,3,1
35562,0.36,0.63,4,225,10,0,1,1,7,2
35563,0.59,0.23,1,155,5,1,0,0,8,1
35564,0.28,0.2,7,180,8,0,1,1,0,1
35565,0.59,0.21,5,118,9,0,0,1,5,2
35566,0.59,0.64,2,185,2,0,0,0,8,0
35567,0.87,0.37,4,203,2,0,0,0,0,2
35568,0.78,0.92,3,264,9,1,1,1,4,2
35569,0.02,0.0,4,224,2,1,0,1,4,2
35570,0.8,0.48,4,285,4,0,0,0,4,2
35571,0.99,0.86,5,218,6,0,1,1,9,2
35572,0.24,0.96,2,203,6,0,0,1,9,1
35573,0.78,0.57,5,298,4,1,0,1,4,1
35574,0.42,0.92,1,238,5,1,1,0,0,0
35575,0.76,0.36,7,131,4,1,1,0,7,0
35576,0.54,0.39,5,148,9,1,0,1,7,1
35577,0.95,0.24,1,141,6,1,1,1,2,1
35578,0.77,0.27,5,164,8,0,0,0,0,0
35579,0.35,0.06,2,287,2,1,0,0,2,0
35580,0.83,0.67,3,209,3,1,0,1,8,1
35581,0.67,0.76,7,245,4,0,0,0,8,0
35582,0.02,0.54,2,258,6,1,0,0,2,2
35583,0.02,0.11,4,262,5,1,0,1,7,1
35584,0.54,1.0,7,218,3,0,0,1,1,1
35585,0.03,0.45,1,136,7,1,1,0,2,1
35586,0.4,0.43,1,131,8,1,1,1,1,2
35587,0.81,0.23,2,287,7,0,1,0,8,1
35588,0.98,0.78,7,213,5,1,0,1,3,0
35589,0.04,0.56,1,174,4,0,0,0,1,0
35590,0.93,0.93,6,257,2,1,1,1,1,2
35591,0.59,0.64,3,201,5,0,1,1,6,2
35592,0.56,0.26,2,300,8,0,1,0,3,1
35593,0.1,0.05,5,150,5,0,1,1,1,2
35594,0.11,0.51,4,214,7,1,1,1,3,1
35595,0.06,0.98,7,122,2,0,1,1,7,1
35596,0.48,0.72,1,139,8,1,0,1,2,1
35597,0.55,0.88,6,276,4,0,0,1,9,1
35598,0.48,0.98,2,207,5,1,0,1,2,0
35599,0.06,0.7,6,290,3,1,1,1,2,1
35600,0.92,0.56,4,115,3,0,1,1,4,1
35601,0.44,0.4,6,159,8,1,1,0,5,2
35602,0.52,0.1,6,285,7,0,1,1,5,0
35603,0.13,0.57,3,244,4,1,1,0,0,0
35604,0.17,0.18,5,116,7,1,0,1,2,2
35605,0.18,0.05,1,255,7,1,0,0,5,2
35606,0.75,0.22,1,275,8,0,1,1,5,1
35607,0.14,0.59,4,241,6,1,0,0,2,1
35608,0.26,0.42,5,212,4,1,1,1,2,2
35609,0.48,0.65,4,238,4,1,1,0,2,1
35610,0.93,0.77,4,117,9,1,1,0,2,2
35611,0.89,0.61,3,199,8,0,0,1,1,2
35612,0.55,0.11,1,306,2,1,1,1,0,2
35613,0.25,0.03,1,199,9,0,1,0,8,0
35614,0.23,0.47,4,227,6,0,1,1,0,1
35615,0.38,0.66,3,281,8,1,1,0,6,0
35616,0.82,0.47,4,215,5,0,0,1,4,1
35617,0.2,0.17,2,220,2,1,1,1,6,0
35618,0.19,0.63,1,168,7,0,0,1,1,1
35619,0.2,0.07,3,278,9,0,1,0,0,2
35620,0.8,0.65,7,201,9,0,0,0,1,0
35621,0.5,0.41,3,132,5,0,0,1,1,0
35622,0.04,0.0,7,159,3,1,0,0,4,0
35623,0.85,0.31,7,294,4,1,0,0,3,0
35624,0.5,0.01,3,295,3,0,0,1,5,2
35625,0.71,0.89,5,231,10,0,1,1,4,0
35626,0.81,0.95,3,242,3,1,0,0,9,0
35627,0.49,0.66,7,276,3,0,0,0,0,0
35628,0.01,0.46,2,167,6,1,1,1,1,2
35629,0.01,0.61,7,293,3,0,0,1,2,0
35630,0.61,0.76,2,173,7,0,0,0,2,1
35631,0.65,0.33,5,284,7,0,0,0,0,1
35632,0.87,0.9,1,290,8,0,0,0,0,2
35633,0.19,0.76,6,195,6,0,0,1,3,1
35634,0.14,0.58,4,272,2,0,0,0,9,1
35635,0.3,0.22,4,296,9,1,0,1,8,0
35636,0.12,0.81,3,305,9,1,1,0,9,1
35637,0.65,0.97,5,163,2,0,0,1,0,1
35638,0.16,0.19,5,194,8,0,0,1,4,1
35639,0.69,0.34,1,274,5,1,0,0,9,1
35640,0.06,0.28,5,116,4,0,0,1,1,2
35641,0.72,0.99,2,194,5,1,1,0,7,2
35642,0.68,0.05,5,293,8,1,0,0,0,1
35643,0.16,0.0,6,160,2,0,1,0,8,2
35644,0.31,0.56,3,237,9,1,1,0,4,2
35645,0.08,0.87,6,218,7,1,0,1,6,2
35646,0.99,0.5,4,192,3,1,0,0,4,0
35647,0.01,0.38,2,268,5,0,1,0,5,1
35648,0.72,0.06,5,112,2,0,1,1,6,0
35649,0.81,0.56,5,198,2,1,0,1,6,0
35650,0.19,0.85,6,306,2,1,1,0,9,1
35651,0.54,0.79,4,113,2,1,0,0,1,1
35652,0.51,0.84,4,266,2,0,1,1,9,2
35653,0.4,0.62,7,129,10,1,1,1,0,2
35654,0.89,0.81,6,209,6,0,1,0,8,1
35655,0.09,0.95,1,169,5,0,1,0,1,2
35656,0.28,0.89,7,170,6,1,1,0,2,0
35657,0.13,0.9,1,218,5,1,1,1,7,2
35658,0.38,0.76,4,292,2,0,0,0,2,0
35659,0.8,0.78,1,241,3,1,1,0,2,1
35660,0.21,0.47,2,306,6,0,0,0,2,2
35661,0.09,0.84,4,174,2,1,1,1,3,0
35662,0.8,0.2,4,247,10,0,0,0,3,0
35663,0.43,0.98,6,141,5,0,1,1,4,0
35664,0.83,0.71,6,260,4,1,0,1,5,2
35665,0.09,0.69,5,202,7,1,1,0,6,1
35666,0.08,0.05,5,160,2,1,1,0,5,2
35667,0.82,0.84,4,277,7,1,1,0,0,0
35668,0.88,0.92,7,144,4,1,1,1,7,1
35669,0.09,0.93,2,269,10,0,1,0,4,2
35670,0.65,0.33,6,204,3,1,0,1,8,2
35671,0.5,0.7,4,115,7,0,0,0,4,0
35672,0.07,0.36,2,191,2,0,0,0,3,0
35673,0.32,0.91,1,310,10,0,0,0,7,0
35674,0.96,0.88,2,108,2,1,0,1,8,1
35675,0.64,0.37,6,181,3,0,0,0,5,1
35676,0.78,0.39,5,168,6,0,0,0,2,0
35677,0.12,0.62,6,302,2,1,0,0,0,0
35678,0.5,0.76,6,304,4,0,0,0,6,1
35679,0.6,0.92,4,111,4,0,0,1,8,0
35680,0.97,0.65,6,206,3,1,0,1,5,1
35681,0.03,0.28,1,183,7,0,0,0,8,0
35682,0.46,0.02,5,288,3,1,0,0,8,1
35683,0.17,0.14,7,237,8,0,1,0,9,1
35684,0.13,0.8,4,219,2,1,0,1,8,2
35685,0.75,0.12,7,268,7,1,1,1,4,2
35686,0.58,0.75,2,199,4,1,1,0,8,0
35687,0.98,0.93,2,124,8,0,0,0,3,2
35688,0.05,0.36,7,206,7,0,1,0,1,2
35689,0.21,0.27,6,254,10,1,0,0,2,2
35690,0.26,0.95,4,174,2,1,1,1,6,0
35691,0.02,0.23,3,232,2,1,0,1,4,0
35692,0.23,0.35,6,270,5,0,0,1,5,0
35693,0.16,0.65,3,250,7,0,0,0,8,1
35694,0.56,0.72,2,195,10,1,0,0,5,0
35695,0.78,0.93,7,215,8,0,0,0,5,0
35696,0.33,0.37,6,238,8,1,1,0,8,0
35697,0.43,0.88,1,248,8,0,1,0,6,1
35698,0.95,0.25,1,142,6,1,0,1,1,2
35699,0.73,0.55,6,184,4,0,1,1,0,2
35700,0.51,0.77,4,112,10,1,1,0,2,2
35701,0.85,0.22,2,128,10,0,1,1,5,0
35702,0.4,0.44,3,209,10,0,0,0,6,0
35703,0.18,0.86,5,168,3,0,1,0,1,0
35704,0.4,0.93,1,236,10,1,0,1,6,2
35705,0.89,0.07,4,174,5,1,1,1,3,1
35706,0.58,0.47,2,188,3,1,0,1,0,0
35707,0.32,0.14,6,205,10,1,0,1,1,1
35708,0.32,0.1,4,115,4,0,1,1,4,2
35709,0.78,0.48,2,180,9,0,1,1,1,2
35710,0.53,0.01,6,228,2,1,0,1,7,0
35711,0.31,0.67,2,229,10,1,0,0,7,0
35712,0.92,0.49,4,123,10,1,1,1,8,2
35713,0.88,0.13,2,141,7,0,0,1,6,0
35714,0.29,0.99,5,257,3,0,1,1,2,2
35715,0.01,0.72,3,212,7,1,1,1,3,0
35716,0.76,0.63,2,297,7,1,0,1,6,2
35717,0.59,0.17,4,105,10,0,1,1,9,1
35718,0.96,0.67,1,267,9,0,0,1,7,2
35719,0.42,0.68,7,137,9,0,1,0,0,0
35720,0.98,0.75,3,153,9,1,1,0,6,2
35721,0.66,0.66,7,264,9,1,0,1,7,0
35722,0.78,0.79,5,117,7,1,1,0,4,0
35723,0.95,0.24,1,301,7,1,1,0,0,0
35724,0.73,0.01,2,117,4,1,0,1,5,0
35725,0.95,0.4,2,247,10,1,0,0,0,0
35726,0.44,0.18,7,228,7,0,1,1,4,2
35727,0.3,0.68,7,309,2,0,0,0,3,1
35728,0.14,0.7,1,197,2,1,1,1,6,1
35729,0.95,0.73,3,162,8,0,0,1,0,0
35730,0.97,0.98,1,236,5,1,1,0,6,0
35731,0.26,0.58,3,220,2,0,0,1,5,2
35732,0.44,0.22,7,103,6,0,1,0,5,0
35733,0.18,0.57,7,259,4,0,0,1,1,1
35734,0.5,0.0,7,104,10,0,1,1,6,2
35735,0.89,0.16,4,169,9,0,0,0,5,1
35736,0.74,0.47,2,233,7,0,0,1,8,1
35737,0.69,0.56,4,296,10,0,0,0,9,1
35738,0.54,0.86,5,252,6,0,0,0,5,0
35739,0.7,0.04,4,162,2,0,1,1,2,1
35740,0.76,0.32,6,237,3,1,1,0,8,0
35741,0.38,0.99,2,111,10,0,1,1,9,0
35742,0.76,0.57,6,213,10,1,0,0,1,2
35743,0.23,0.98,3,301,3,0,1,1,5,0
35744,0.34,0.95,1,279,7,0,0,1,9,2
35745,0.92,0.1,7,100,5,0,1,1,7,0
35746,0.2,0.64,1,165,5,0,0,0,6,2
35747,0.95,0.74,7,131,4,0,1,1,4,2
35748,0.92,0.89,5,113,3,1,0,0,7,2
35749,0.11,0.07,7,304,3,0,0,0,4,0
35750,0.04,0.46,4,137,3,0,1,0,3,2
35751,0.87,0.81,3,283,8,1,1,0,9,1
35752,0.06,0.57,5,181,3,0,0,1,9,2
35753,0.15,0.98,7,152,6,1,0,1,2,1
35754,0.78,0.34,4,172,10,1,1,1,0,2
35755,0.21,0.29,1,144,4,1,0,1,4,0
35756,0.06,1.0,2,142,8,0,0,0,7,1
35757,0.8,0.95,5,266,5,0,1,0,9,2
35758,0.72,0.59,1,167,6,1,0,1,0,1
35759,0.76,0.32,6,155,7,0,1,1,7,0
35760,0.06,0.3,2,238,9,1,0,1,0,1
35761,0.85,0.72,2,201,5,1,0,1,5,1
35762,0.57,0.28,7,148,3,0,0,0,5,0
35763,0.94,0.82,3,306,2,1,1,0,8,1
35764,0.87,0.05,7,225,6,1,0,1,8,0
35765,0.91,0.0,7,249,10,1,0,1,6,0
35766,0.04,0.08,7,238,9,1,1,1,6,2
35767,0.47,0.24,3,137,8,0,0,1,8,0
35768,0.86,0.75,3,214,10,1,0,0,8,0
35769,0.53,0.07,6,189,4,0,0,0,9,0
35770,0.13,0.54,5,103,10,1,0,1,3,1
35771,0.76,0.25,7,236,8,1,0,0,9,0
35772,0.74,0.32,6,235,4,1,1,1,7,1
35773,0.84,0.22,3,172,9,0,1,1,4,2
35774,0.65,0.11,5,288,3,1,0,0,0,2
35775,0.99,0.13,6,119,2,0,0,1,4,0
35776,0.32,0.21,3,113,7,0,0,1,8,1
35777,0.7,0.15,7,176,2,1,0,0,8,1
35778,0.88,0.93,3,273,3,1,1,1,1,0
35779,0.85,0.37,2,303,4,0,1,0,5,1
35780,0.7,0.14,4,170,2,0,0,1,7,1
35781,0.54,0.31,5,138,7,0,1,1,4,2
35782,0.92,0.01,5,162,9,1,0,1,3,1
35783,0.89,0.18,2,103,10,0,0,1,3,2
35784,0.34,0.13,5,181,7,1,0,0,4,2
35785,0.25,0.0,1,269,4,0,1,1,6,2
35786,0.06,0.25,3,233,9,0,0,0,7,1
35787,0.73,0.97,1,235,9,1,1,0,7,2
35788,0.05,0.47,2,308,2,1,0,1,7,0
35789,0.54,0.94,4,101,10,0,0,0,6,1
35790,0.2,0.34,3,166,5,0,0,1,5,0
35791,0.5,0.2,6,193,8,1,1,0,5,0
35792,0.76,0.08,6,155,2,1,1,1,4,0
35793,0.74,0.23,6,301,6,1,0,0,9,1
35794,0.39,0.35,7,302,5,1,0,1,4,2
35795,0.02,0.67,5,272,4,1,0,1,3,1
35796,0.75,0.79,3,157,9,1,0,0,3,0
35797,0.05,0.32,6,228,2,1,0,0,7,0
35798,0.47,0.68,4,208,6,0,0,1,2,2
35799,0.74,0.6,2,190,8,0,1,1,0,0
35800,0.48,0.05,2,211,6,1,0,1,5,1
35801,0.83,0.87,5,100,9,1,0,0,7,2
35802,0.03,0.02,5,185,9,1,0,0,3,2
35803,0.07,0.0,1,163,7,0,0,1,9,0
35804,0.6,0.82,3,256,6,0,1,1,4,0
35805,0.48,0.93,2,177,8,0,0,1,8,1
35806,0.1,0.87,3,252,5,1,0,0,6,0
35807,0.25,0.34,5,270,7,1,0,0,5,2
35808,0.7,0.09,7,265,2,1,1,0,0,1
35809,0.97,0.96,7,306,6,0,1,0,6,2
35810,0.28,0.58,5,191,6,0,0,1,4,1
35811,0.4,0.66,5,117,6,0,0,1,4,0
35812,0.12,0.3,7,152,7,1,0,1,6,1
35813,0.02,0.89,6,301,3,0,1,1,7,0
35814,0.1,0.81,4,186,10,0,0,1,5,2
35815,0.56,0.47,7,302,3,1,0,0,5,1
35816,0.85,0.14,6,296,3,0,1,0,3,1
35817,0.3,0.21,2,239,3,0,0,0,3,2
35818,0.79,0.93,7,243,10,1,1,1,5,0
35819,0.07,0.71,2,129,8,1,0,0,3,0
35820,0.72,0.26,1,301,9,0,0,1,4,0
35821,0.93,0.53,2,156,8,1,1,1,9,2
35822,0.21,0.58,2,115,9,1,1,1,5,2
35823,0.19,0.98,4,131,8,1,1,1,7,0
35824,0.11,0.62,6,144,10,1,0,1,5,1
35825,0.72,0.42,5,230,7,1,1,0,7,1
35826,0.76,0.43,6,132,4,0,1,0,1,2
35827,0.46,0.23,5,164,2,0,0,0,9,2
35828,0.64,0.71,7,106,2,0,1,0,7,0
35829,0.31,0.12,2,188,8,0,1,1,0,0
35830,0.45,0.0,2,241,2,1,1,1,3,0
35831,0.72,0.63,6,236,2,0,0,1,4,1
35832,0.36,0.63,7,169,3,0,1,0,8,0
35833,0.45,0.27,6,167,8,0,1,1,3,0
